id,portfolio,agency,acronym,program,component,outcome,outcome_text,last,current,plus1,plus2,plus3,souce,url
,Attorney-Generals Portfolio,Old Parliament House,OPH,Programme 1.1: Old Parliament House,OPH - Departmental expenses: Departmental appropriation ,1,"Outcome 1: An enhanced appreciation and understanding of the political and social heritage of Australia for members of the public, through activities including the conservation and upkeep of, and the provision of access to, Old Parliament House and the development of its collections, exhibitions and educational programs",13939,13815,13833,13753,13883,Old Parliament House 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/7c3670fd-7244-4c9d-9f8a-23cc5d07dff8
,Attorney-Generals Portfolio,Old Parliament House,OPH,Programme 1.1: Old Parliament House,OPH - Departmental expenses: Expenses not requiring appropriation  in the Budget year,1,"Outcome 1: An enhanced appreciation and understanding of the political and social heritage of Australia for members of the public, through activities including the conservation and upkeep of, and the provision of access to, Old Parliament House and the development of its collections, exhibitions and educational programs",278,334,477,475,591,Old Parliament House 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/7c3670fd-7244-4c9d-9f8a-23cc5d07dff8
,Attorney-Generals Portfolio,Screen Australia,SA,"Programme 1.1: Foster the Australian screen industry through strengthening the skills of screen content practitioners and developing, funding and promoting Australian screen content. ",SA - Departmental expenses: Departmental appropriation ,1,"Outcome 1: Promote engaged audiences and support a creative, innovative and commercially sustainable screen industry through the funding and promotion of diverse Australian screen product.",113681,103328,98928,96227,93870,Screen Australia 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/6ef4b9ce-f426-4fab-8235-e333d744acc0
,Education Portfolio,"Australian Curriculum, Assessment and Reporting Authority ",ACARA,Programme 1.1: National Curriculum,ACARA - Departmental expenses: Payment from related entities,1,"Outcome 1: Improved quality and consistency of school education in Australia through a national curriculum, reporting system.",8232,6182,4176,0,0,"Australian Curriculum, Assessment and Reporting Authority (ACARA)  2014 - 15 PBS",http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/dc15ec99-259e-478f-9ea2-4c0968ba09f8
,Education Portfolio,"Australian Curriculum, Assessment and Reporting Authority ",ACARA,Programme 1.1: National Curriculum,ACARA - Departmental expenses: Revenues from Independent Resource,1,"Outcome 1: Improved quality and consistency of school education in Australia through a national curriculum, reporting system.",5102,5274,4116,0,0,"Australian Curriculum, Assessment and Reporting Authority (ACARA)  2014 - 15 PBS",http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/dc15ec99-259e-478f-9ea2-4c0968ba09f8
,Education Portfolio,"Australian Curriculum, Assessment and Reporting Authority ",ACARA,Programme 1.2: National Data Collection and Reporting,ACARA - Departmental expenses: Payment from related entities,1,"Outcome 1: Improved quality and consistency of school education in Australia through a national curriculum, reporting system.",2987,2638,2736,0,0,"Australian Curriculum, Assessment and Reporting Authority (ACARA)  2014 - 15 PBS",http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/dc15ec99-259e-478f-9ea2-4c0968ba09f8
,Education Portfolio,"Australian Curriculum, Assessment and Reporting Authority ",ACARA,Programme 1.2: National Data Collection and Reporting,ACARA - Departmental expenses: Revenues from Independent Resource,1,"Outcome 1: Improved quality and consistency of school education in Australia through a national curriculum, reporting system.",1851,2251,2697,0,0,"Australian Curriculum, Assessment and Reporting Authority (ACARA)  2014 - 15 PBS",http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/dc15ec99-259e-478f-9ea2-4c0968ba09f8
,Education Portfolio,"Australian Curriculum, Assessment and Reporting Authority ",ACARA,Programme 1.3: National Assessment,ACARA - Departmental expenses: Payment from related entities,1,"Outcome 1: Improved quality and consistency of school education in Australia through a national curriculum, reporting system.",12549,6030,5688,0,0,"Australian Curriculum, Assessment and Reporting Authority (ACARA)  2014 - 15 PBS",http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/dc15ec99-259e-478f-9ea2-4c0968ba09f8
,Education Portfolio,"Australian Curriculum, Assessment and Reporting Authority ",ACARA,Programme 1.3: National Assessment,ACARA - Departmental expenses: Revenues from Independent Resource,1,"Outcome 1: Improved quality and consistency of school education in Australia through a national curriculum, reporting system.",7777,5145,5607,0,0,"Australian Curriculum, Assessment and Reporting Authority (ACARA)  2014 - 15 PBS",http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/dc15ec99-259e-478f-9ea2-4c0968ba09f8
,Education Portfolio,Australian Institute of Aboriginal and Torres Strait Islander Studies ,AIATSIS,Programme 1: AIATSIS: Research and Collections,AIATSIS - Departmental expenses: Ordinary annual services (Appropriation Bill No. 1)  & Revenues from other independent sources,1,"Outcome 1: Further understanding of Australian Indigenous cultures, past and present through undertaking and publishing research, and providing access to print and audiovisual collections.",19569,19180,15870,15883,15956,Australian Institute of Aboriginal and Torres Strait Islander Studies (AIATSIS)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/600d14e8-34a5-4a1f-a246-6b414952a077
,Education Portfolio,Australian Institute for Teaching and School Leadership Limited ,AITSL,Programme 1.1: Assistance for quality teaching and learning,AITSL - Departmental expenses: Payment from related entities & Revenues from other independent sources,1,"Outcome 1: Enhance the quality of teaching and school leadership through developing standards, recognising teaching excellence, providing professional development opportunities, and supporting the teaching profession.",15582,15390,0,0,0,Australian Institute for Teaching and School Leadership Limited (AITSL)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/d4569aeb-317a-46f9-a70e-917f0574dadf
,Education Portfolio,Australian Research Council ,ARC,Programme 1.1:  Discovery - Research and Research Training ,ARC - Administered expenses: Administered appropriation ,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",1044,1060,1087,1115,1143,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Australian Research Council ,ARC,Programme 1.1:  Discovery - Research and Research Training ,ARC - Administered expenses: Special appropriation Australian Research Council Act  2001,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",557688,549879,517807,494325,521580,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Australian Research Council ,ARC,Programme 1.1:  Discovery - Research and Research Training ,ARC - Departmental expenses: Departmental appropriation ,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",7483,7468,7392,7338,7231,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Australian Research Council ,ARC,Programme 1.1:  Discovery - Research and Research Training ,ARC - Departmental expenses: Expenses not requiring appropriation  in the Budget year,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",1062,1186,1359,1528,1564,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Australian Research Council ,ARC,Programme 1.2:  Linkage - Cross Sector Research Partnerships,ARC - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",1067,1067,1032,1033,1032,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Australian Research Council ,ARC,Programme 1.2:  Linkage - Cross Sector Research Partnerships,ARC - Administered expenses: Special appropriation Australian Research Council Act  2001,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",319174,319096,277285,265402,271671,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Australian Research Council ,ARC,Programme 1.2:  Linkage - Cross Sector Research Partnerships,ARC - Administered expenses: Special account ARC Research Endowment account ,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",9997,6667,0,0,0,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Australian Research Council ,ARC,Programme 1.2:  Linkage - Cross Sector Research Partnerships,ARC - Departmental expenses: Departmental appropriation ,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",9523,9504,9408,9340,9204,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Australian Research Council ,ARC,Programme 1.2:  Linkage - Cross Sector Research Partnerships,ARC - Departmental expenses: Expenses not requiring appropriation  in the Budget year,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",1062,1186,1359,1528,1564,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Australian Research Council ,ARC,Programme 1.3: Excellence in Research for Australia,ARC - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",1000,3270,3038,2999,2942,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Australian Research Council ,ARC,Programme 1.3: Excellence in Research for Australia,ARC - Departmental expenses: Departmental appropriation ,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",2740,2789,2839,2890,2942,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Australian Research Council ,ARC,Programme 1.3: Excellence in Research for Australia,ARC - Departmental expenses: Expenses not requiring appropriation  in the Budget year,1,"Outcome 1: Growth of knowledge and innovation through managing research funding schemes, measuring research excellence and providing advice",1062,1186,1359,1528,1564,Australian Research Council (ARC)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/c4c73781-7a96-4297-96c1-8d4882cf3cfb
,Education Portfolio,Department of Education,DE,Programme 1.1: Support for the Child Care System,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Child Care Services Support,1,"Outcome 1: Improved access to quality services that support early childhood learning and care for children through a national quality framework, agreed national standards, investment in infrastructure, and support for parents, carers, services and the workforce.",317802,449968,298325,294251,301711,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 1.1: Support for the Child Care System,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Jobs Education and Training Child Care Fee Assistance (JETCCFA) ,1,"Outcome 1: Improved access to quality services that support early childhood learning and care for children through a national quality framework, agreed national standards, investment in infrastructure, and support for parents, carers, services and the workforce.",88245,117249,112530,138061,159831,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 1.1: Support for the Child Care System,DE - Administered expenses: Special account Early Years Quality Fund Special account  Act  2013,1,"Outcome 1: Improved access to quality services that support early childhood learning and care for children through a national quality framework, agreed national standards, investment in infrastructure, and support for parents, carers, services and the workforce.",134833,97486,67487,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 1.2: Child Care Benefit,DE - Administered expenses: Special appropriation A New Tax System (Family Assistance)  (Administration)  Act  1999 - Child Care Benefit,1,"Outcome 1: Improved access to quality services that support early childhood learning and care for children through a national quality framework, agreed national standards, investment in infrastructure, and support for parents, carers, services and the workforce.",2359607,3140717,3294464,3494066,3721701,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 1.3: Child Care Rebate,DE - Administered expenses: Special appropriation A New Tax System (Family Assistance)  (Administration)  Act  1999 - Child Care Rebate,1,"Outcome 1: Improved access to quality services that support early childhood learning and care for children through a national quality framework, agreed national standards, investment in infrastructure, and support for parents, carers, services and the workforce.",2225144,3163979,3524775,3918371,4319187,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 1.4: Early Childhood Education,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Early Childhood Education - Universal Access,1,"Outcome 1: Improved access to quality services that support early childhood learning and care for children through a national quality framework, agreed national standards, investment in infrastructure, and support for parents, carers, services and the workforce.",3000,1500,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 1.4: Early Childhood Education,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Early Learning Languages Australia,1,"Outcome 1: Improved access to quality services that support early childhood learning and care for children through a national quality framework, agreed national standards, investment in infrastructure, and support for parents, carers, services and the workforce.",0,6543,2464,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.1: Government Schools National Support,DE - Administered expenses: Special appropriation ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",2407817,5113578,5689499,6347538,6871797,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.2: Non-Government Schools National Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Short Term Emergency Assistance,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",667,1438,1477,1529,1556,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.2: Non-Government Schools National Support,"DE - Administered expenses: Other services (Appropriation Bill No. 2) Non-Government Representative Bodies 
",2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",41167,41167,41167,41167,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.2: Non-Government Schools National Support,DE - Administered expenses: Special appropriation Schools Assistance Act  2008,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",2332333,0,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.2: Non-Government Schools National Support,DE - Administered expenses: Special appropriation Australian Education Act  2013,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",4422306,9217782,9914033,10642188,11275659,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.3 School Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",3389,3954,4005,4027,4082,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.3 School Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",59081,56955,50809,51307,50853,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.3 School Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",4152,5637,5733,5777,5882,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.3 School Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",6417,3205,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.3 School Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",70821,58822,58822,58822,58822,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.3 School Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",1500,5700,5250,2000,1000,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.3 School Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",5565,7300,7450,3214,885,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.3 School Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",4000,6000,6000,6000,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.3 School Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",0,1200,600,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.4: Trade Training,DE - Administered expenses: Other services (Appropriation Bill No. 2) Trade Skills Centres,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",29723,46457,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.5: Digital Education,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Digital Education Revolution Project Pool,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",225,0,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.6: More Support for Students With Disabilities,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Students with Disabilities (COPE) ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",1487,2882,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.6: More Support for Students With Disabilities,DE - Administered expenses: Other services (Appropriation Bill No. 2) Students with Disabilities (Non-Government) ,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",11369,11369,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.7: Youth Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Youth Attainment and Transitions,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",99293,64428,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.7: Youth Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Youth Engagement,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",6092,2605,2478,2501,2526,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 2.7: Youth Support,DE - Administered expenses: Special account National Youth Affairs Research Component,2,"Outcome 2:  Improved learning, and literacy, numeracy and educational attainment for school students, through funding for quality teaching and learning environments, workplace learning and career advice.",240,240,240,240,240,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.1: Commonwealth Grants Scheme,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 Cluster Fund and Place Loadings,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",4827271,6412010,6497947,6513638,6637843,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.1: Commonwealth Grants Scheme,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 Regional Loading,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",51734,66698,67595,69219,70984,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.2: Higher Education Superannuation Programme,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 Higher Education Superannuation Programme,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",337986,375276,385466,395966,406780,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ATSIHEAC,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",272,333,338,344,351,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) National Disability Coordination Officer,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",2892,4385,4458,4539,4623,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) VET FEE HELP Redesign,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",271,159,161,164,167,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Quality Indicators for Teaching and Learning,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",0,0,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Disability Support Programme,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",6859,6909,7003,7172,7355,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Diversity and Structural Reform,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",2378,622,0,0,0,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - Higher Education Participation Program,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",165557,158903,181556,173029,177177,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
,Education Portfolio,Department of Education,DE,Programme 3.3: Higher Education Support,DE - Administered expenses: Special appropriation Higher Education Support Act  2003 - National Institutes,3,"Outcome 3:  Promote growth in economic productivity and social wellbeing through access to quality higher education, international education and international quality research.",160361,207333,210183,215201,220719,Department of Education 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/3919b455-1894-419d-9db8-8bb5f3c46042
